key,label,description
89,Confianza exclusiva del Presidente de la República,"Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo."
90,Conflictos de interés,"Situaciones que afectan a quienes ejercen funciones públicas y que resultan de la contraposición entre un interés particular del funcionario con un interés público. El funcionario tiene la obligación de declarar su patrimonio e intereses, así como de abstenerse cuando su interés personal en un asunto pudiere influir en su resolución, al igual que en los demás casos que determine la ley."
91,Conflictos políticos-constitucionales,"Son distintos procesos políticos–constitucionales en donde el TC debe pronunciarse sobre la inconstitucionalidad de actos políticos, calificar hechos que generan consecuencias políticas o determinar la asignación correcta de competencias normativas en disputa. En este término se agrupan conflictos con un énfasis político fundamental, con calificación de hechos más que de normas y con la delimitación de determinadas conductas en un padrón de constitucionalidad o inconstitucionalidad en donde la apreciación jurisdiccional de los Ministros del TC es más libre."
92,Congreso nacional,"Órgano constitucional colegiado y bicameral, de carácter político, que representa la voluntad popular y desempeña, primordialmente, funciones legisladoras –junto al Presidente de la República– y de fiscalización de los actos de Gobierno, con base a lo dispuesto por la Constitución."
93,Congreso pleno,"Véase “Congreso Nacional” [Órgano constitucional colegiado y bicameral, de carácter político, que representa la voluntad popular y desempeña, primordialmente, funciones legisladoras –junto al Presidente de la República– y de fiscalización de los actos de Gobierno, con base a lo dispuesto por la Constitución.]. Véase “Sesiones parlamentarias” [Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)]."
94,Consejo de alta dirección pública,"Véase “Cargos públicos” [“Es aquél que se contempla en las plantas o como empleos a contrata en [los Ministerios, Intendencias, Gobernaciones y servicios públicos centralizados y descentralizados], a través del cual se realiza una función administrativa” (art. 3 letra a) EA). Sobre esta definición podríamos decir que hay una tan sintética como amplia: cargo público es “el ejercicio de las funciones públicas” (art. 8 inc. 1° de la Constitución).]."
95,Consejo de gabinete,"Véase “Ministro coordinador” [Designación del Presidente de la República recaída en un Ministro de Estado encargado de coordinar intersectorialmente un conjunto de políticas públicas, Ministerios, servicios públicos o sus relaciones con el Congreso Nacional.]."
96,Consejo de seguridad nacional,"Órgano consultivo del Presidente de la República, de rango constitucional, encargado de asesorarlo en materias vinculadas a la seguridad nacional."
97,Consejo económico y social provincial,"Órgano consultivo y de participación de la comunidad provincial socialmente organizada, integrado por el Gobernador, por miembros elegidos en representación de las organizaciones sociales de la provincia, y por miembros integrantes por derecho propio."
98,Consejo nacional de televisión,"El CNTV es “la institución autónoma de rango constitucional creada por el inciso sexto del numeral 12 del artículo 19 de la Constitución Política de la República, cuya misión es velar por el correcto funcionamiento de todos los servicios de televisión que operan, u operen a futuro, en el territorio nacional. Estará dotado de personalidad jurídica y de patrimonio propio, y se relacionará con el Presidente de la República por intermedio del Ministerio Secretaría General de Gobierno.” (Art. 1 inc. 1° L. 18.838, reformada en esos términos por la L. 20.750 que introdujo la televisión digital)."
99,Constitución,"Es la norma de rango superior del ordenamiento jurídico, que configura la forma y validez de la creación de derecho en una sociedad, ordena en un solo texto la organización y funcionamiento de los poderes públicos y cuya finalidad es limitar el poder político de un modo tal que garantice los derechos y libertades de las personas."
100,Constitución económica,"Es el plexo normativo constitucional que regula los principios orientadores de la economía, los instrumentos de política económica, los derechos constitucionales de la esfera económica y el diseño institucional de la administración financiera del Estado."
101,Consulta indígena,"Es un deber de los órganos del Estado y constituye el derecho convencional, colectivo y procedimental de los pueblos indígenas a ser consultados de forma previa, de buena fe, apropiadamente y con la finalidad de llegar a un acuerdo respecto de medidas legislativas y administrativas que puedan afectarlos directamente en su desarrollo, vida, creencias, instituciones, tierras y bienestar espiritual."
102,Consulta no vinculante,"Mecanismo de participación ciudadana a nivel municipal, de carácter consultivo, llevado a cabo por el Alcalde, con acuerdo del Concejo o a requerimiento de los dos tercios de los concejales en ejercicio, o de la proporción de ciudadanos que establezca la ley, consistente en someter a votación popular materias de competencia municipal establecidas en la LOC MUN y cuyo resultado mayoritario no tiene un efecto vinculante u obligatorio respecto de la materia consultada."
103,Contabilidad general de la nación,"Proceso del Sistema de Administración Financiera del Estado realizado por la Contraloría General de la República, de carácter integral, uniforme y aplicable a todos los organismos de la Administración Pública, consistente en el conjunto de normas, principios y procedimientos técnicos, dispuestos para recopilar, medir, elaborar, controlar e informar todos los ingresos, gastos, costos y otras operaciones del Estado (arts. 1, 63 y 64 DL 1.263 de 1975; véase “Contraloría General de la República”)."
104,Contaminación,"La ley la define como “presencia en el ambiente de sustancias, elementos, energía o combinación de ellos, en concentraciones y permanencia superiores o inferiores, según corresponda, a las establecidas en la legislación vigente” (art. 2, letra c), LBGMA)."
105,Contenido esencial de los derechos,"Es la garantía general prevista en la Constitución, que protege todos los derechos fundamentales, limitando sustantivamente la actividad reguladora del legislador al impedir que su intervención desconozca, restrinja severamente o desnaturalice el ámbito constitucionalmente cautelado de un derecho."
106,Contiendas de competencia,"Véase “Conflictos políticos-constitucionales” [Son distintos procesos políticos–constitucionales en donde el TC debe pronunciarse sobre la inconstitucionalidad de actos políticos, calificar hechos que generan consecuencias políticas o determinar la asignación correcta de competencias normativas en disputa. En este término se agrupan conflictos con un énfasis político fundamental, con calificación de hechos más que de normas y con la delimitación de determinadas conductas en un padrón de constitucionalidad o inconstitucionalidad en donde la apreciación jurisdiccional de los Ministros del TC es más libre.]. Véase “Senado” [Corporación integrada por miembros elegidos por votación directa, que forma parte del Congreso Nacional, que concurre a la formación de las leyes y que ejerce sus atribuciones exclusivas conforme a lo dispuesto en la Constitución.]. Véase “Tribunal Constitucional” [Es un órgano constitucionalmente autónomo, que cuenta con las mayores competencias para ejercer el control de la supremacía constitucional máxima en nuestro ordenamiento, según lo dispuesto por la Constitución y las leyes, resolviendo conflictos político-constitucionales y ejerciendo otras competencias jurídicas como un órgano colegiado de derecho.]."
